movie_id,title,original_language,release_date,runtime
the+man+who+shook+the+hand+of+vicente+fernandez+2012,The Man Who Shook the Hand of Vicente Fernandez,en,2012-04-27,99
american+drug+war+the+last+white+hope+2007,American Drug War: The Last White Hope,en,2007-01-01,118
forrest+gump+1994,Forrest Gump,en,1994-07-06,142
slasher+2004,Slasher,en,2004-03-15,85
the+wild+bunch+1969,The Wild Bunch,en,1969-06-17,145
spirit+stallion+of+the+cimarron+2002,Spirit: Stallion of the Cimarron,en,2002-05-24,83
riding+alone+for+thousands+of+miles+2005,Riding Alone for Thousands of Miles,zh,2005-12-22,107
after+the+thin+man+1936,After the Thin Man,en,1936-12-25,112
the+dark+knight+rises+2012,The Dark Knight Rises,en,2012-07-16,165
the+color+of+paradise+1999,The Color of Paradise,fa,1999-02-08,90
star+wars+episode+i+-+the+phantom+menace+1999,Star Wars: Episode I - The Phantom Menace,en,1999-05-19,136
give+em+hell_+malone+2009,"Give 'em Hell, Malone",en,2009-01-01,96
devils+diary+2007,Devil's Diary,en,2007-09-22,90
bread+and+roses+2000,Bread and Roses,en,2000-05-10,110
the+hunter+2010,The Hunter,fa,2010-04-08,90
african+cats+2011,African Cats,en,2011-04-22,89
bunty+aur+babli+2005,Bunty Aur Babli,hi,2005-05-27,162
the+visitors+ii+the+corridors+of+time+1998,The Visitors II: The Corridors of Time,fr,1998-02-11,118
the+return+of+jafar+1994,The Return of Jafar,en,1994-12-15,69
hairspray+2007,Hairspray,en,2007-07-13,117
21+2008,21,en,2008-03-27,123
have+dreams_+will+travel+2007,"Have Dreams, Will Travel",en,2007-05-21,86
fullmetal+alchemist+the+sacred+star+of+milos+2011,Fullmetal Alchemist: The Sacred Star of Milos,ja,2011-07-02,110
pain++gain+2013,Pain & Gain,en,2013-04-18,130
the+maidens+conspiracy+2006,The Maidens' Conspiracy,ca,2006-03-30,122
lavventura+1960,L'Avventura,it,1960-05-15,143
the+white+reindeer+1952,The White Reindeer,fi,1952-07-25,74
platoon+1986,Platoon,en,1986-12-18,120
splendor+1999,Splendor,en,1999-01-29,93
creature+from+the+haunted+sea+1961,Creature from the Haunted Sea,en,1961-06-01,63
chappie+2015,Chappie,en,2015-03-04,120
love++sex+2000,Love & Sex,en,2000-01-24,82
the+auntie+from+chicago+1957,The Auntie from Chicago,en,1957-12-16,72
gaslight+1940,Gaslight,en,1940-06-25,84
the+neverending+story+1984,The NeverEnding Story,en,1984-04-05,102
the+fox+and+the+hound+1981,The Fox and the Hound,en,1981-07-10,82
home+from+the+hill+1960,Home from the Hill,en,1960-03-03,150
smoke+on+the+potato+fields+1977,Smoke on the Potato Fields,cs,1977-10-01,94
akira+1988,Akira,ja,1988-07-16,124
holiday+in+handcuffs+2007,Holiday in Handcuffs,en,2007-12-09,120
the+flight+of+the+phoenix+1965,The Flight of the Phoenix,en,1965-12-15,142
girls+rock+2008,Girls Rock!,en,2008-03-07,90
maleficent+2014,Maleficent,en,2014-05-28,97
this+movie+is+broken+2010,This Movie Is Broken,en,2010-06-25,85
i+heart+huckabees+2004,I Heart Huckabees,en,2004-09-10,106
eternal+sunshine+of+the+spotless+mind+2004,Eternal Sunshine of the Spotless Mind,en,2004-03-19,108
digging+to+china+1997,Digging to China,en,1997-07-07,98
happy+new+year+1987,Happy New Year,en,1987-08-07,85
tae+guk+gi+the+brotherhood+of+war+2004,Tae Guk Gi: The Brotherhood of War,ko,2004-02-05,140
outsourced+2006,Outsourced,en,2006-09-12,102
life+of+pi+2012,Life of Pi,en,2012-11-20,127
zatichi+and+the+chest+of+gold+1964,Zatôichi and the Chest of Gold,ja,1964-03-14,83
the+cross+of+lorraine+1943,The Cross of Lorraine,fr,1943-11-12,90
the+darjeeling+limited+2007,The Darjeeling Limited,en,2007-09-29,91
dakota+skye+2008,Dakota Skye,en,2008-01-01,89
mistress+america+2015,Mistress America,en,2015-08-14,84
good+will+hunting+1997,Good Will Hunting,en,1997-12-05,126
cinderella+1950,Cinderella,en,1950-03-04,74
murk+2005,Murk,da,2005-10-07,124
alice+adams+1935,Alice Adams,en,1935-08-23,99
unbreakable+2000,Unbreakable,en,2000-11-13,106
fist+of+the+north+star+1986,Fist of the North Star,ja,1986-03-08,110
sanjuro+1962,Sanjuro,ja,1962-01-01,96
meeks+cutoff+2010,Meek's Cutoff,en,2010-09-05,104
girl_+interrupted+1999,"Girl, Interrupted",en,1999-12-21,127
the+piano+1993,The Piano,en,1993-05-19,121
argo+2012,Argo,en,2012-10-11,120
the+frightened+city+1961,The Frightened City,en,1961-09-01,97
dying+of+the+light+2014,Dying of the Light,en,2014-12-04,94
late+bloomers+1996,Late Bloomers,en,1996-01-01,107
the+u.s.+vs.+john+lennon+2006,The U.S. vs. John Lennon,en,2006-09-15,99
the+chance+of+a+lifetime+1943,The Chance of a Lifetime,en,1943-10-26,65
witness+for+the+prosecution+1957,Witness for the Prosecution,en,1957-12-17,116
the+jungle+book+1967,The Jungle Book,en,1967-10-17,78
august+rush+2007,August Rush,en,2007-11-21,114
the+thin+red+line+1998,The Thin Red Line,en,1998-12-25,170
cloudy+with+a+chance+of+meatballs+2+2013,Cloudy with a Chance of Meatballs 2,en,2013-09-26,95
the+treasure+of+the+sierra+madre+1948,The Treasure of the Sierra Madre,en,1948-01-24,126
the+forgotten+one+1989,The Forgotten One,en,1989-09-27,98
butley+1974,Butley,en,1974-01-21,127
safety+catch+1970,Safety Catch,fr,1970-04-07,87
des+fleurs+pour+algernon+2006,Des fleurs pour Algernon,fr,2006-11-14,0
the+crazy+stranger+1997,The Crazy Stranger,fr,1997-08-10,102
the+road+2011,The Road,tl,2011-11-30,110
japanese+summer+double+suicide+1967,Japanese Summer: Double Suicide,ja,1967-09-02,98
stargate+continuum+2008,Stargate: Continuum,en,2008-07-29,98
i+shot+andy+warhol+1996,I Shot Andy Warhol,en,1996-05-01,103
on+top+of+the+whale+1982,On Top of the Whale,nl,1982-02-04,90
the+mighty+macs+2009,The Mighty Macs,en,2009-10-21,102
the+devil+wears+prada+2006,The Devil Wears Prada,en,2006-06-30,109
shoot+first_+die+later+1974,"Shoot First, Die Later",en,1974-07-12,94
the+sunshine+boys+1975,The Sunshine Boys,en,1975-11-06,111
a+master+builder+2013,A Master Builder,en,2013-11-11,130
frozen+2007,Frozen,en,2007-07-21,110
eternity+and+a+day+1998,Eternity and a Day,el,1998-01-01,137
the+clay+bird+2002,The Clay Bird,en,2002-11-08,98
water+lilies+2007,Water Lilies,fr,2007-05-17,85
tyson+2008,Tyson,en,2008-05-16,90
the+wolf+of+wall+street+2013,The Wolf of Wall Street,en,2013-12-25,180
harry+potter+and+the+prisoner+of+azkaban+2004,Harry Potter and the Prisoner of Azkaban,en,2004-05-31,141
boys+dont+cry+1999,Boys Don't Cry,en,1999-09-02,118
the+thing+2011,The Thing,en,2011-10-12,103
sleep+furiously+2009,Sleep Furiously,en,2009-05-29,94
tinker+tailor+soldier+spy+1979,Tinker Tailor Soldier Spy,en,1979-09-10,320
the+cabinet+of+dr.+caligari+1920,The Cabinet of Dr. Caligari,de,1920-02-25,78
where+the+wild+things+are+2009,Where the Wild Things Are,en,2009-10-16,101
marianne+and+juliane+1981,Marianne and Juliane,de,1981-09-04,106
salaam+bombay+1988,Salaam Bombay!,hi,1988-08-24,113
what+we+did+on+our+holiday+2014,What We Did on Our Holiday,en,2014-09-26,95
the+heirloom+2005,The Heirloom,zh,2005-09-15,97
a+swedish+love+story+1970,A Swedish Love Story,sv,1970-04-24,115
the+great+debaters+2007,The Great Debaters,en,2007-12-27,126
dreamboat+1952,Dreamboat,en,1952-07-26,83
the+good+son+1993,The Good Son,en,1993-09-24,87
romanzo+criminale+2005,Romanzo criminale,en,2005-09-30,152
birth+2004,Birth,en,2004-09-08,100
tales+of+an+ancient+empire+2010,Tales of an Ancient Empire,en,2010-07-31,86
the+wedding+waltz+1988,The Wedding Waltz,fi,1988-09-01,56
automata+2014,Automata,en,2014-10-09,110
die+hard+1988,Die Hard,en,1988-07-15,131
my+man+and+i+1952,My Man and I,en,1952-09-05,99
shackletons+antarctic+adventure+2001,Shackleton's Antarctic Adventure,en,2001-02-05,40
thrive+2011,Thrive,en,2011-11-11,132
d.l.+hughley+reset+2012,D.L. Hughley: Reset,en,2012-07-14,58
peter+pan+1953,Peter Pan,en,1953-02-05,77
paranoid+park+2007,Paranoid Park,en,2007-05-21,85
american+sniper+2014,American Sniper,en,2014-12-11,133
the+scent+of+green+papaya+1993,The Scent of Green Papaya,vi,1993-06-08,104
pitch+perfect+2012,Pitch Perfect,en,2012-09-28,112
ultraman+1967,Ultraman,es,1967-07-21,90
the+ladykillers+2004,The Ladykillers,en,2004-03-25,104
the+people+that+time+forgot+1977,The People That Time Forgot,en,1977-07-06,90
dirty+dancing+1987,Dirty Dancing,en,1987-08-21,100
bury+my+heart+at+wounded+knee+2007,Bury My Heart At Wounded Knee,en,2007-05-27,125
the+father+1996,The Father,fa,1996-01-01,96
glory+1989,Glory,en,1989-12-15,122
blind+mountain+2007,Blind Mountain,zh,2007-05-19,95
raiders+of+the+lost+ark+1981,Raiders of the Lost Ark,en,1981-06-12,115
closely+watched+trains+1966,Closely Watched Trains,cs,1966-11-18,89
louis+c.k.+hilarious+2010,Louis C.K.: Hilarious,en,2010-01-26,84
the+interrupters+2011,The Interrupters,en,2011-07-29,125
dawn+of+the+planet+of+the+apes+2014,Dawn of the Planet of the Apes,en,2014-06-26,130
turbulence+2+fear+of+flying+1999,Turbulence 2: Fear of Flying,en,1999-12-27,101
the+lion+king+1994,The Lion King,en,1994-06-23,89
tremors+4+the+legend+begins+2004,Tremors 4: The Legend Begins,en,2004-01-02,101
the+thirteenth+floor+1999,The Thirteenth Floor,en,1999-04-16,100
the+mansion+of+madness+1973,The Mansion of Madness,en,1973-08-10,99
hellboy+ii+the+golden+army+2008,Hellboy II: The Golden Army,en,2008-07-11,120
the+big+picture+2010,The Big Picture,fr,2010-11-03,114
asterix+and+cleopatra+1968,Asterix and Cleopatra,fr,1968-12-16,72
repo+the+genetic+opera+2008,Repo! The Genetic Opera,en,2008-07-18,98
troy+2004,Troy,en,2004-05-13,163
trial+1955,Trial,en,1955-10-07,105
the+death+and+life+of+bobby+z+2007,The Death and Life of Bobby Z,en,2007-07-23,97
welcome+to+collinwood+2002,Welcome to Collinwood,en,2002-05-24,86
only+angels+have+wings+1939,Only Angels Have Wings,en,1939-05-15,121
predestination+2014,Predestination,en,2014-08-28,97
lost+and+delirious+2001,Lost and Delirious,en,2001-01-21,103
friends+with+benefits+2011,Friends with Benefits,en,2011-07-21,109
the+little+norse+prince+1968,The Little Norse Prince,ja,1968-07-24,82
the+death+of+mr.+lazarescu+2005,The Death of Mr. Lazarescu,ro,2005-05-17,150
johnny+guitar+1954,Johnny Guitar,en,1954-05-26,110
roman+holiday+1953,Roman Holiday,en,1953-09-02,119
charlottes+web+2006,Charlotte's Web,en,2006-12-15,97
chimes+at+midnight+1965,Chimes at Midnight,en,1965-12-22,115
breach+2007,Breach,en,2007-02-12,110
the+cow+1969,The Cow,fa,1969-01-01,105
the+noahs+ark+principle+1984,The Noah's Ark Principle,de,1984-02-24,100
redes+1936,Redes,es,1936-07-15,65
the+emperor+and+the+assassin+1998,The Emperor and the Assassin,zh,1998-10-08,162
the+prestige+2006,The Prestige,en,2006-10-19,130
the+adventures+of+andr+and+wally+b.+1984,The Adventures of André and Wally B.,xx,1984-12-17,2
shaft+1971,Shaft,en,1971-07-02,100
house+of+1000+corpses+2003,House of 1000 Corpses,en,2003-04-11,89
venus++fleur+2004,Venus & Fleur,fr,2004-06-23,0
vice+2015,Vice,en,2015-01-16,96
unleashed+2005,Unleashed,en,2005-02-02,103
lovesick+1983,Lovesick,en,1983-02-18,96
the+deadly+trap+1971,The Deadly Trap,fr,1971-06-09,96
the+siege+1998,The Siege,en,1998-11-06,116
scrooge+1970,Scrooge,en,1970-11-05,113
indiana+jones+and+the+temple+of+doom+1984,Indiana Jones and the Temple of Doom,en,1984-05-23,118
nas+time+is+illmatic+2014,Nas: Time Is Illmatic,en,2014-04-04,74
the+slingshot+1993,The Slingshot,sv,1993-09-24,102
faces+1968,Faces,en,1968-11-24,130
harper+1966,Harper,en,1966-02-23,121
tarzan+and+his+mate+1934,Tarzan and His Mate,en,1934-04-20,100
ten+canoes+2006,Ten Canoes,en,2006-06-29,90
im+not+there.+2007,I'm Not There.,en,2007-10-01,135
stand+by+me+1986,Stand by Me,en,1986-08-22,89
the+dancing+masters+1943,The Dancing Masters,en,1943-11-19,0
the+great+white+hope+1970,The Great White Hope,en,1970-10-11,103
drunken+tai+chi+1984,Drunken Tai Chi,cn,1984-05-31,91
the+incredibles+2004,The Incredibles,en,2004-11-05,115
the+haunted+house+1982,The Haunted House,it,1982-01-01,95
in+the+city+of+sylvia+2007,In the City of Sylvia,fr,2007-09-14,84
the+aristocats+1970,The Aristocats,en,1970-12-23,78
roger++me+1989,Roger & Me,en,1989-09-01,91
mr.+thank+you+1936,Mr. Thank You,ja,1936-02-27,78
father+of+invention+2010,Father of Invention,en,2010-02-14,93
jane+eyre+1971,Jane Eyre,en,1971-06-04,110
may+2002,May,en,2002-01-13,93
lone+wolf+and+cub+sword+of+vengeance+1972,Lone Wolf and Cub: Sword of Vengeance,ja,1972-04-01,83
pinocchio+1940,Pinocchio,en,1940-02-23,88
gullivers+travels+1939,Gulliver's Travels,en,1939-11-10,76
jackass+3d+2010,Jackass 3D,en,2010-10-15,94
total+recall+1990,Total Recall,en,1990-06-01,113
smile+1975,Smile,en,1975-01-01,113
the+man+who+knew+too+much+1934,The Man Who Knew Too Much,en,1934-11-30,75
pickup+on+south+street+1953,Pickup on South Street,en,1953-05-29,80
a+day+in+the+country+1936,A Day in the Country,fr,1936-05-05,40
constantine+2005,Constantine,en,2005-02-08,121
camp+hell+2010,Camp Hell,en,2010-08-13,99
tell+it+to+the+marines+1926,Tell It to the Marines,en,1926-12-23,103
a+high+wind+in+jamaica+1965,A High Wind in Jamaica,en,1965-06-04,103
another+year+2010,Another Year,en,2010-11-05,129
conan+the+barbarian+1982,Conan the Barbarian,en,1982-04-02,129
moving+out+1983,Moving Out,en,1983-03-25,91
whiplash+2014,Whiplash,en,2014-10-10,105
the+sensation+of+sight+2006,The Sensation Of Sight,en,2006-08-01,134
12+angry+men+1957,12 Angry Men,en,1957-03-25,96
laurence+anyways+2012,Laurence Anyways,fr,2012-05-18,168
men+to+kiss+2012,Men to Kiss,de,2012-02-21,83
picnic+on+the+grass+1959,Picnic on the Grass,fr,1959-11-11,91
la+cage+aux+folles+1978,La Cage aux folles,fr,1978-10-25,99
cheri+2009,Cheri,en,2009-02-10,86
the+wonders+2014,The Wonders,it,2014-05-22,110
the+two+escobars+2010,The Two Escobars,en,2010-06-22,100
8+1963,8½,it,1963-02-14,138
oceans+eleven+2001,Ocean's Eleven,en,2001-12-07,116
megamind+2010,Megamind,en,2010-10-28,95
nightbreed+1990,Nightbreed,en,1990-02-16,102
numb+2007,Numb,en,2007-04-30,93
behind+the+sun+2001,Behind the Sun,pt,2001-12-12,105
lo+2009,Lo,en,2009-07-01,82
wheels+on+meals+1984,Wheels on Meals,cn,1984-08-17,108
knock+on+wood+1981,Knock on Wood,fr,1981-03-01,81
keeping+mum+2005,Keeping Mum,en,2005-12-02,103
a+dispatch+from+reuters+1940,A Dispatch from Reuter's,en,1940-10-19,90
the+life++adventures+of+santa+claus+1985,The Life & Adventures of Santa Claus,en,1985-12-17,50
the+perks+of+being+a+wallflower+2012,The Perks of Being a Wallflower,en,2012-09-20,102
blood+2012,Blood,en,2012-10-09,92
the+great+escape+1963,The Great Escape,en,1963-06-20,172
daisy+2006,Daisy,ko,2006-03-09,110
chicks+with+sticks+2005,Chicks With Sticks,en,2005-10-25,99
hairspray+1988,Hairspray,en,1988-02-16,92
the+godfather+1972,The Godfather,en,1972-03-14,175
executive+decision+1996,Executive Decision,en,1996-03-15,133
bangkok+dangerous+1999,Bangkok Dangerous,th,1999-11-01,105
hercules+1997,Hercules,en,1997-06-26,93
simon+2004,Simon,nl,2004-09-30,102
gamera+vs.+guiron+1969,Gamera vs. Guiron,ja,1969-03-21,82
the+sentimental+swordsman+1977,The Sentimental Swordsman,zh,1977-10-14,101
sophies+choice+1982,Sophie's Choice,en,1982-12-08,151
persepolis+2007,Persepolis,fr,2007-05-23,95
iron+monkey+1993,Iron Monkey,cn,1993-09-03,90
the+hobbit+an+unexpected+journey+2012,The Hobbit: An Unexpected Journey,en,2012-11-26,169
evil+2003,Evil,sv,2003-05-16,113
kronks+new+groove+2005,Kronk's New Groove,en,2005-12-05,72
edward_+my+son+1949,"Edward, My Son",en,1949-06-02,112
bruce+almighty+2003,Bruce Almighty,en,2003-05-23,101
theres+always+a+woman+1938,There's Always A Woman,en,1938-04-20,81
the+war+room+1993,The War Room,en,1993-12-05,96
the+last+frontier+1955,The Last Frontier,en,1955-12-07,98
o+brother_+where+art+thou+2000,"O Brother, Where Art Thou?",en,2000-08-30,106
harry+potter+and+the+deathly+hallows+part+1+2010,Harry Potter and the Deathly Hallows: Part 1,en,2010-10-17,146
babylon+5+in+the+beginning+1998,Babylon 5: In the Beginning,en,1998-01-04,94
the+man+they+could+not+hang+1939,The Man They Could Not Hang,en,1939-08-17,64
monsters_+inc.+2001,"Monsters, Inc.",en,2001-11-01,92
frankie+starlight+1995,Frankie Starlight,it,1995-11-22,101
inspector+palmus+error+1960,Inspector Palmu's Error,fi,1960-09-09,103
primal+fear+1996,Primal Fear,en,1996-04-03,129
a+very+long+engagement+2004,A Very Long Engagement,fr,2004-10-26,133
brubaker+1980,Brubaker,en,1980-06-20,125
management+2009,Management,en,2009-02-08,94
toy+story+1995,Toy Story,en,1995-10-30,81
hulk+vs.+wolverine+2009,Hulk vs. Wolverine,en,2009-01-27,38
cinemania+2002,Cinemania,en,2002-07-06,79
a+dangerous+method+2011,A Dangerous Method,en,2011-09-30,99
10+things+i+hate+about+you+1999,10 Things I Hate About You,en,1999-03-30,97
eddie+izzard+force+majeure+live+2013,Eddie Izzard: Force Majeure Live,en,2013-11-18,85
the+long+gray+line+1955,The Long Gray Line,en,1955-02-09,138
wait+until+dark+1967,Wait Until Dark,en,1967-10-26,108
saint+seiya+legend+of+sanctuary+2014,Saint Seiya: Legend of Sanctuary,ja,2014-06-21,93
lost+in+translation+2003,Lost in Translation,en,2003-08-31,102
el+cid+1961,El Cid,en,1961-10-24,182
inventing+the+abbotts+1997,Inventing the Abbotts,en,1997-04-04,110
how+to+train+your+dragon+2010,How to Train Your Dragon,en,2010-03-05,98
the+palm+beach+story+1942,The Palm Beach Story,en,1942-11-07,88
planet+of+the+apes+1968,Planet of the Apes,en,1968-02-07,112
scarface+1983,Scarface,en,1983-12-08,170
second+honeymoon+1937,Second Honeymoon,en,1937-11-13,84
aerial+gunner+1943,Aerial Gunner,en,1943-03-20,78
arsenal+1929,Arsenal,uk,1929-02-25,70
what+women+want+2011,What Women Want,zh,2011-02-03,116
hotte+in+paradise+2003,Hotte in Paradise,de,2003-01-25,118
our+idiot+brother+2011,Our Idiot Brother,en,2011-08-26,90
black+cloud+2004,Black Cloud,en,2004-01-01,97
mud+2013,Mud,en,2013-05-01,130
the+shining+1980,The Shining,en,1980-05-22,144
take+a+giant+step+1959,Take a Giant Step,en,1959-12-01,100
hoffa+1992,Hoffa,en,1992-12-25,140
dot+the+i+2003,Dot the I,en,2003-01-18,92
experience+preferred...but+not+essential+1982,Experience Preferred...But Not Essential,en,1982-12-22,80
shooter+2007,Shooter,en,2007-03-22,124
suzhou+river+2000,Suzhou River,zh,2000-01-29,83
the+good+shepherd+2006,The Good Shepherd,en,2006-12-11,167
animal+house+1978,Animal House,en,1978-07-27,109
the+rules+of+the+game+1939,The Rules of the Game,fr,1939-06-08,110
25th+hour+2002,25th Hour,en,2002-12-16,135
aliens+1986,Aliens,en,1986-07-18,137
the+eye+2002,The Eye,cn,2002-05-09,98
the+merry+jail+1917,The Merry Jail,de,1917-11-30,48
griffin++phoenix+2006,Griffin & Phoenix,en,2006-09-12,102
mr.+deeds+goes+to+town+1936,Mr. Deeds Goes to Town,en,1936-04-12,115
american+raspberry+1977,American Raspberry,en,1977-09-12,75
gertie+the+dinosaur+1914,Gertie the Dinosaur,en,1914-09-15,12
choke+2008,Choke,en,2008-09-26,92
lock_+stock+and+two+smoking+barrels+1998,"Lock, Stock and Two Smoking Barrels",en,1998-03-05,105
the+bugs+bunnyroad+runner+movie+1979,The Bugs Bunny/Road Runner Movie,en,1979-09-30,98
balzac+and+the+little+chinese+seamstress+2002,Balzac and the Little Chinese Seamstress,zh,2002-10-09,116
the+day+of+the+jackal+1973,The Day of the Jackal,en,1973-05-15,143
a+friend+of+mine+2006,A Friend of Mine,de,2006-10-05,84
night+of+dark+shadows+1971,Night of Dark Shadows,en,1971-08-04,95
alien+1979,Alien,en,1979-05-25,117
stranded+2001,Stranded,en,2001-09-23,95
miracle+run+2003,Miracle Run,en,2003-10-06,120
see+the+sea+1997,See the Sea,fr,1997-12-03,52
the+home+song+stories+2007,The Home Song Stories,en,2007-02-09,103
gypsy+1993,Gypsy,en,1993-12-12,153
nell+1994,Nell,en,1994-12-23,112
august+2008,August,en,2008-05-16,88
hit+and+runway+1999,Hit and Runway,en,1999-04-17,108
greedy+1994,Greedy,en,1994-03-04,113
a+most+wanted+man+2014,A Most Wanted Man,en,2014-07-25,121
a+short+film+about+love+1988,A Short Film About Love,pl,1988-01-01,86
where+the+trail+ends+2012,Where the Trail Ends,de,2012-09-19,85
the+transformers+the+movie+1986,The Transformers: The Movie,en,1986-08-08,84
eight+below+2006,Eight Below,en,2006-02-17,120
the+skin+i+live+in+2011,The Skin I Live In,es,2011-08-17,117
the+garden+of+words+2013,The Garden of Words,ja,2013-05-31,46
the+olsen+gang+1968,The Olsen Gang,da,1968-10-11,80
the+kentuckian+1955,The Kentuckian,en,1955-08-01,104
x-men+days+of+future+past+2014,X-Men: Days of Future Past,en,2014-05-15,131
robocroc+2013,RoboCroc,en,2013-09-14,77
espions+2009,Espion(s),fr,2009-01-28,99
grind+2003,Grind,en,2003-08-15,105
supercross+2005,Supercross,en,2005-08-16,80
slim+susie+2003,Slim Susie,sv,2003-10-03,97
severance+2006,Severance,en,2006-05-19,96
